               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   1,            0.066788,            0.023683,                   0,           0.0046327,                 0.7,           0.0080299,           0.0017867,            0.051914,           0.0099698,                   0,          0.00010999,          0.00010999,             0.09901
                   2,            0.065229,            0.020597,                   0,           0.0029038,                 0.1,           0.0039967,          0.00089303,            0.052296,           0.0097083,                   0,          0.00016993,          0.00016993,             0.09847
                   3,            0.065846,            0.022766,                   0,            0.018401,                 0.1,            0.013005,           0.0015481,            0.044337,            0.010554,                   0,           0.0002298,           0.0002298,             0.09793
                   4,            0.059098,            0.021696,                   0,            0.038915,                 0.1,            0.010724,           0.0015377,            0.039774,            0.011165,                   0,          0.00028955,          0.00028955,             0.09739
                   5,            0.061101,            0.025283,                   0,             0.78735,                 0.1,             0.12718,            0.028554,            0.034956,            0.011401,                   0,          0.00034915,          0.00034915,            0.096849
                   6,            0.062245,            0.023047,                   0,             0.49703,                 0.3,             0.25194,              0.1232,            0.033403,            0.010722,                   0,          0.00040856,          0.00040856,            0.096309
                   7,             0.05824,             0.02567,                   0,             0.55982,                 0.4,             0.35158,             0.16054,             0.03001,           0.0092426,                   0,          0.00046776,          0.00046776,            0.095768
                   8,            0.057778,             0.02189,                   0,             0.69436,                 0.7,             0.60715,             0.23564,            0.027133,           0.0086622,                   0,           0.0005267,           0.0005267,            0.095227
                   9,            0.056645,            0.022067,                   0,              0.8875,                 0.8,             0.91444,             0.29101,            0.025732,           0.0080461,                   0,          0.00058536,          0.00058536,            0.094685
                  10,            0.056634,              0.0231,                   0,             0.74696,                 0.9,             0.80066,             0.32601,            0.024855,           0.0078437,                   0,          0.00064369,          0.00064369,            0.094144
                  11,            0.048547,            0.019749,                   0,             0.66612,             0.79819,             0.66311,             0.20346,             0.03099,           0.0079227,                   0,          0.00070167,          0.00070167,            0.093602
                  12,            0.055537,            0.023645,                   0,             0.85655,                 0.6,             0.69886,             0.19828,            0.029034,           0.0077131,                   0,          0.00075926,          0.00075926,            0.093059
                  13,            0.048015,            0.021255,                   0,             0.90886,                   1,             0.98591,             0.25758,             0.02397,           0.0077005,                   0,          0.00081642,          0.00081642,            0.092516
                  14,            0.051297,            0.020522,                   0,             0.88881,             0.79941,             0.88624,             0.34608,            0.026326,            0.007951,                   0,          0.00087313,          0.00087313,            0.091973
                  15,             0.05326,            0.024845,                   0,                   1,             0.79642,             0.85775,             0.26595,            0.025638,           0.0081452,                   0,          0.00092935,          0.00092935,            0.091429
                  16,            0.048613,            0.021714,                   0,             0.72592,             0.79504,              0.8089,             0.21112,            0.025565,           0.0080428,                   0,          0.00098505,          0.00098505,            0.090885
                  17,            0.051755,            0.023102,                   0,             0.72665,             0.79772,             0.84898,             0.20389,            0.027021,            0.007599,                   0,           0.0010402,           0.0010402,             0.09034
                  18,            0.050805,            0.021744,                   0,             0.62491,                   1,             0.82159,             0.22764,            0.026067,            0.007709,                   0,           0.0010948,           0.0010948,            0.089795
                  19,            0.049232,            0.020422,                   0,             0.99666,                 0.5,             0.71151,             0.24885,             0.02604,           0.0076319,                   0,           0.0011487,           0.0011487,            0.089249
                  20,            0.052698,            0.019876,                   0,             0.74875,             0.59649,             0.65685,             0.15736,            0.034274,           0.0074719,                   0,            0.001202,            0.001202,            0.088702
                  21,            0.045786,            0.018703,                   0,             0.87252,                 0.7,             0.75137,             0.22207,            0.031282,           0.0071667,                   0,           0.0012546,           0.0012546,            0.088155
                  22,            0.047724,            0.020437,                   0,             0.69867,                 0.7,             0.66885,             0.19945,            0.030593,           0.0078327,                   0,           0.0013065,           0.0013065,            0.087607
                  23,            0.042444,            0.020589,                   0,             0.46629,                 0.7,              0.4362,            0.081996,            0.032514,           0.0074225,                   0,           0.0013577,           0.0013577,            0.087058
                  24,            0.049233,            0.021419,                   0,             0.72706,             0.79921,             0.69105,             0.16572,            0.029205,           0.0070562,                   0,           0.0014081,           0.0014081,            0.086508
                  25,            0.043583,            0.019683,                   0,             0.66535,             0.79567,              0.6701,             0.16539,            0.028689,           0.0072345,                   0,           0.0014578,           0.0014578,            0.085958
                  26,            0.047542,            0.022005,                   0,             0.72618,               0.796,             0.76822,              0.1656,             0.03002,           0.0073844,                   0,           0.0015066,           0.0015066,            0.085407
                  27,            0.046892,            0.022046,                   0,               0.635,                 0.7,              0.5475,             0.17624,            0.032604,           0.0073739,                   0,           0.0015545,           0.0015545,            0.084855
                  28,            0.043294,            0.020796,                   0,             0.63495,                 0.7,             0.55883,             0.14063,            0.034159,           0.0075639,                   0,           0.0016016,           0.0016016,            0.084302
                  29,            0.044229,            0.020205,                   0,             0.72723,             0.79983,             0.74835,             0.20413,            0.032134,           0.0071937,                   0,           0.0016478,           0.0016478,            0.083748
                  30,            0.045588,            0.020698,                   0,             0.87431,                 0.7,             0.74625,             0.18009,            0.034701,           0.0069949,                   0,            0.001693,            0.001693,            0.083193
                  31,            0.045041,            0.020548,                   0,             0.66576,                 0.8,             0.65185,             0.15169,            0.034359,             0.00685,                   0,           0.0017373,           0.0017373,            0.082637
                  32,            0.046884,            0.020774,                   0,             0.72704,                 0.8,             0.71332,             0.16718,            0.033308,           0.0068138,                   0,           0.0017807,           0.0017807,            0.082081
                  33,            0.046572,            0.021194,                   0,             0.72684,                 0.8,              0.6735,             0.15755,            0.033917,           0.0068765,                   0,            0.001823,            0.001823,            0.081523
                  34,             0.04239,            0.019252,                   0,             0.99936,                 0.9,             0.96167,              0.2424,             0.03113,           0.0069842,                   0,           0.0018643,           0.0018643,            0.080964
                  35,            0.045124,              0.0203,                   0,             0.87496,             0.69976,             0.79045,             0.21428,            0.030404,           0.0072888,                   0,           0.0019046,           0.0019046,            0.080405
                  36,            0.045627,            0.019059,                   0,             0.61405,                 0.8,             0.64266,             0.19545,            0.034852,           0.0069097,                   0,           0.0019438,           0.0019438,            0.079844
                  37,             0.04398,             0.02077,                   0,             0.69222,             0.89966,               0.697,             0.17054,             0.03692,           0.0070053,                   0,            0.001982,            0.001982,            0.079282
                  38,            0.039892,            0.018639,                   0,             0.72724,             0.79988,             0.71741,             0.23296,            0.030759,           0.0069371,                   0,            0.002019,            0.002019,            0.078719
                  39,            0.045873,            0.019516,                   0,             0.81737,                 0.9,             0.78647,             0.23501,            0.027965,           0.0071591,                   0,            0.002055,            0.002055,            0.078155
                  40,            0.040559,            0.019001,                   0,             0.79953,             0.79789,              0.8109,             0.27046,            0.028838,           0.0071916,                   0,           0.0020898,           0.0020898,             0.07759
                  41,            0.044135,            0.022453,                   0,             0.72688,             0.79858,             0.73217,             0.18633,            0.027719,           0.0071235,                   0,           0.0021234,           0.0021234,            0.077023
                  42,             0.04792,            0.020163,                   0,             0.66658,                 0.6,             0.58764,             0.18365,            0.029041,           0.0076015,                   0,           0.0021559,           0.0021559,            0.076456
                  43,            0.042024,             0.02026,                   0,             0.69983,                 0.7,             0.67554,             0.19603,            0.033914,           0.0079857,                   0,           0.0021871,           0.0021871,            0.075887
                  44,            0.041855,            0.020859,                   0,             0.74995,                 0.6,             0.58053,             0.18167,            0.034637,           0.0079908,                   0,           0.0022172,           0.0022172,            0.075317
                  45,            0.040783,            0.019604,                   0,             0.74734,             0.59254,             0.58958,             0.19308,            0.031614,           0.0073773,                   0,           0.0022461,           0.0022461,            0.074746
                  46,            0.045189,            0.018442,                   0,             0.87458,             0.69763,             0.74723,             0.20463,            0.033477,           0.0065155,                   0,           0.0022738,           0.0022738,            0.074174
                  47,            0.043078,            0.020027,                   0,             0.54471,                 0.6,             0.43586,             0.12513,            0.034871,           0.0070552,                   0,           0.0023002,           0.0023002,              0.0736
                  48,            0.041005,            0.018524,                   0,              0.8745,             0.69719,             0.81142,             0.17641,            0.030283,           0.0067718,                   0,           0.0023254,           0.0023254,            0.073025
                  49,            0.042726,            0.018046,                   0,             0.72721,             0.79978,             0.75297,             0.21265,            0.028014,           0.0060726,                   0,           0.0023493,           0.0023493,            0.072449
                  50,             0.04654,             0.01642,                   0,              0.5999,                 0.6,             0.46321,             0.14453,            0.039188,           0.0065703,                   0,            0.002372,            0.002372,            0.071872
                  51,            0.049904,            0.017333,                   0,              0.8806,                 0.8,             0.89756,             0.36302,            0.023779,           0.0066386,                   0,           0.0023934,           0.0023934,            0.071293
                  52,             0.04529,            0.019708,                   0,             0.87485,             0.69918,             0.80032,             0.21064,            0.032438,           0.0069065,                   0,           0.0024135,           0.0024135,            0.070713
                  53,            0.041004,            0.017974,                   0,             0.72597,                 0.8,             0.70155,             0.13448,            0.033444,           0.0070115,                   0,           0.0024323,           0.0024323,            0.070132
                  54,            0.037766,            0.020271,                   0,             0.49972,                 0.7,             0.39172,             0.16671,            0.036274,           0.0061899,                   0,           0.0024499,           0.0024499,             0.06955
                  55,            0.039493,            0.017326,                   0,             0.58294,                 0.7,              0.5566,             0.20821,            0.027337,           0.0062764,                   0,           0.0024661,           0.0024661,            0.068966
                  56,            0.041118,            0.020704,                   0,             0.77684,                 0.7,             0.73011,             0.25413,            0.030101,           0.0060471,                   0,           0.0024811,           0.0024811,            0.068381
                  57,            0.041683,            0.018499,                   0,             0.66623,                 0.8,             0.72118,             0.23487,            0.031349,           0.0061194,                   0,           0.0024948,           0.0024948,            0.067795
                  58,            0.039792,            0.017981,                   0,             0.74984,                 0.9,               0.835,             0.23767,            0.030249,           0.0064975,                   0,           0.0025072,           0.0025072,            0.067207
                  59,            0.042081,            0.020247,                   0,             0.64265,                 0.9,             0.73985,              0.2294,            0.031266,             0.00675,                   0,           0.0025183,           0.0025183,            0.066618
                  60,             0.04055,            0.019015,                   0,             0.63631,                 0.7,              0.5199,             0.14371,            0.032225,           0.0068342,                   0,            0.002528,            0.002528,            0.066028
                  61,            0.042549,            0.016997,                   0,             0.71055,                   1,             0.91058,             0.26406,            0.032549,           0.0062944,                   0,           0.0025365,           0.0025365,            0.065437
                  62,            0.038331,            0.018006,                   0,             0.66646,             0.59951,             0.49807,             0.19909,             0.02792,           0.0062415,                   0,           0.0025438,           0.0025438,            0.064844
                  63,            0.041714,            0.018745,                   0,             0.69202,             0.89888,              0.7524,              0.2528,            0.024473,           0.0062006,                   0,           0.0025497,           0.0025497,             0.06425
                  64,             0.04239,            0.017955,                   0,             0.83298,                   1,             0.95833,             0.30169,            0.023772,           0.0061554,                   0,           0.0025543,           0.0025543,            0.063654
                  65,            0.043519,             0.01765,                   0,             0.89924,                 0.9,             0.96192,             0.26711,            0.025876,           0.0063628,                   0,           0.0025577,           0.0025577,            0.063058
                  66,            0.041583,            0.018446,                   0,             0.81791,                 0.9,             0.79467,             0.26077,            0.028584,           0.0064935,                   0,           0.0025598,           0.0025598,             0.06246
                  67,             0.03919,            0.016089,                   0,              0.6917,                 0.9,             0.73041,             0.27076,            0.030569,           0.0059527,                   0,           0.0025607,           0.0025607,            0.061861
                  68,            0.037458,            0.015837,                   0,             0.77757,             0.69923,             0.68869,             0.21373,            0.028408,           0.0060987,                   0,           0.0025603,           0.0025603,             0.06126
                  69,            0.042522,            0.018062,                   0,             0.79965,                 0.8,             0.71568,             0.18444,            0.032116,           0.0063884,                   0,           0.0025587,           0.0025587,            0.060659
                  70,            0.039023,            0.018475,                   0,             0.72683,                 0.8,             0.66978,             0.20738,            0.033697,           0.0063653,                   0,           0.0025559,           0.0025559,            0.060056
                  71,            0.038944,            0.018829,                   0,             0.81816,             0.89988,             0.82382,             0.25377,            0.029213,           0.0060805,                   0,           0.0025518,           0.0025518,            0.059452
                  72,            0.039769,            0.016826,                   0,             0.72727,                 0.8,             0.69965,             0.21485,            0.029308,            0.005888,                   0,           0.0025466,           0.0025466,            0.058847
                  73,            0.039427,            0.016397,                   0,             0.58252,                 0.7,              0.5216,             0.18139,            0.033924,           0.0057558,                   0,           0.0025401,           0.0025401,             0.05824
                  74,            0.038867,            0.018228,                   0,             0.81808,             0.89947,             0.81501,             0.21495,            0.034558,           0.0058984,                   0,           0.0025325,           0.0025325,            0.057633
                  75,            0.040795,            0.016155,                   0,             0.81725,                 0.9,             0.80407,             0.22517,            0.034498,           0.0066303,                   0,           0.0025238,           0.0025238,            0.057024
                  76,            0.036764,            0.018121,                   0,                 0.9,             0.89999,             0.82969,             0.22275,            0.034243,           0.0067812,                   0,           0.0025139,           0.0025139,            0.056414
                  77,            0.035927,             0.01676,                   0,             0.79964,                 0.8,             0.68865,              0.2064,            0.031546,           0.0068511,                   0,           0.0025029,           0.0025029,            0.055803
                  78,            0.035842,             0.01542,                   0,             0.90864,                   1,             0.95864,             0.23884,            0.029294,           0.0063672,                   0,           0.0024908,           0.0024908,            0.055191
                  79,            0.039631,             0.01703,                   0,             0.81808,                 0.9,             0.83951,             0.23896,            0.033478,            0.006219,                   0,           0.0024777,           0.0024777,            0.054578
                  80,             0.03344,            0.016177,                   0,             0.57136,             0.79979,             0.62929,               0.161,            0.035351,           0.0064774,                   0,           0.0024635,           0.0024635,            0.053963
                  81,             0.03656,            0.017387,                   0,                 0.7,             0.69999,             0.68291,             0.22995,            0.031661,           0.0061397,                   0,           0.0024482,           0.0024482,            0.053348
                  82,            0.039606,            0.018181,                   0,             0.79869,                 0.8,             0.79263,             0.26054,            0.034726,            0.006011,                   0,            0.002432,            0.002432,            0.052732
                  83,            0.040912,            0.017905,                   0,             0.55453,                 0.5,             0.42327,             0.14154,            0.038635,           0.0067705,                   0,           0.0024147,           0.0024147,            0.052115
                  84,             0.04343,            0.017111,                   0,             0.66613,                 0.6,             0.63039,             0.21108,            0.029878,           0.0067584,                   0,           0.0023965,           0.0023965,            0.051497
                  85,            0.038299,            0.016816,                   0,             0.69991,                 0.7,             0.68439,              0.2315,            0.030998,           0.0066366,                   0,           0.0023774,           0.0023774,            0.050877
                  86,            0.034196,             0.01573,                   0,             0.99984,                 0.6,             0.74167,             0.24519,            0.031886,           0.0066647,                   0,           0.0023574,           0.0023574,            0.050257
                  87,            0.046328,            0.017859,                   0,               0.692,                 0.9,             0.81005,             0.24739,            0.026829,           0.0067252,                   0,           0.0023365,           0.0023365,            0.049636
                  88,            0.036662,            0.013433,                   0,             0.69959,                 0.7,             0.67447,             0.23525,             0.02727,           0.0066628,                   0,           0.0023147,           0.0023147,            0.049015
                  89,            0.039409,            0.015684,                   0,             0.69988,             0.69963,             0.54122,             0.18314,            0.032909,           0.0067214,                   0,           0.0022922,           0.0022922,            0.048392
                  90,            0.038099,            0.016607,                   0,             0.88878,             0.79919,             0.81558,             0.24081,             0.03011,           0.0066675,                   0,           0.0022688,           0.0022688,            0.047769
                  91,            0.035611,            0.015684,                   0,             0.88787,                 0.8,             0.79737,             0.23026,            0.030928,           0.0064244,                   0,           0.0022447,           0.0022447,            0.047145
                  92,            0.039088,             0.01727,                   0,             0.79999,                 0.8,             0.77633,              0.2122,            0.031834,           0.0066047,                   0,           0.0022199,           0.0022199,             0.04652
                  93,            0.033994,            0.015949,                   0,             0.79987,             0.79942,              0.7834,             0.29131,            0.027642,           0.0065414,                   0,           0.0021943,           0.0021943,            0.045894
                  94,            0.040958,            0.015382,                   0,             0.58301,             0.69914,             0.59251,             0.23702,            0.029228,           0.0064943,                   0,           0.0021681,           0.0021681,            0.045268
                  95,            0.035788,            0.016637,                   0,             0.87493,             0.69959,             0.72144,             0.21435,            0.030648,           0.0062756,                   0,           0.0021413,           0.0021413,            0.044641
                  96,            0.039278,            0.016401,                   0,             0.88784,                 0.8,             0.77314,             0.24179,            0.032598,            0.005964,                   0,           0.0021139,           0.0021139,            0.044014
                  97,            0.038389,            0.015301,                   0,             0.88855,                 0.8,             0.77141,             0.28175,            0.032312,           0.0060073,                   0,           0.0020859,           0.0020859,            0.043386
                  98,            0.035002,            0.015179,                   0,             0.88866,                 0.8,             0.75425,             0.29219,            0.029828,           0.0060144,                   0,           0.0020575,           0.0020575,            0.042757
                  99,            0.038559,             0.01766,                   0,             0.66664,             0.59994,             0.50614,              0.2496,             0.03417,           0.0060636,                   0,           0.0020285,           0.0020285,            0.042128
                 100,            0.034558,            0.016511,                   0,             0.79981,                 0.8,             0.81648,              0.2184,            0.031041,           0.0062184,                   0,           0.0019991,           0.0019991,            0.041499
                 101,            0.036078,            0.015873,                   0,             0.88886,             0.79979,             0.77902,             0.26903,            0.028385,           0.0060498,                   0,           0.0019693,           0.0019693,            0.040869
                 102,            0.035747,             0.01497,                   0,             0.88853,                 0.8,              0.7792,             0.31584,            0.027309,           0.0058984,                   0,           0.0019391,           0.0019391,            0.040239
                 103,            0.034664,            0.014914,                   0,             0.88869,                 0.8,             0.80043,             0.29122,            0.027611,           0.0059344,                   0,           0.0019086,           0.0019086,            0.039609
                 104,            0.032975,             0.01668,                   0,              0.7999,             0.79956,             0.68097,             0.22501,            0.030048,           0.0061371,                   0,           0.0018778,           0.0018778,            0.038978
                 105,            0.031393,            0.015661,                   0,             0.66646,                 0.6,              0.5068,             0.21483,            0.030639,           0.0060183,                   0,           0.0018467,           0.0018467,            0.038347
                 106,            0.031312,            0.015407,                   0,             0.77768,                 0.7,              0.6876,             0.30746,            0.029245,            0.006048,                   0,           0.0018155,           0.0018155,            0.037716
                 107,            0.036791,            0.015771,                   0,             0.72716,             0.79958,             0.69361,              0.3225,             0.02922,           0.0059714,                   0,           0.0017841,           0.0017841,            0.037084
                 108,            0.033778,            0.014068,                   0,             0.77774,             0.69986,             0.69432,             0.30267,             0.02789,           0.0056592,                   0,           0.0017526,           0.0017526,            0.036453
                 109,            0.035634,            0.016068,                   0,             0.74964,                 0.9,               0.825,             0.30606,             0.02643,           0.0058083,                   0,           0.0017209,           0.0017209,            0.035821
                 110,            0.034064,            0.014308,                   0,             0.74989,             0.89953,             0.78759,             0.31645,            0.027645,            0.006019,                   0,           0.0016893,           0.0016893,            0.035189
                 111,            0.033865,            0.013466,                   0,              0.5831,             0.69939,             0.60861,             0.24473,            0.029537,           0.0061785,                   0,           0.0016576,           0.0016576,            0.034558
                 112,            0.030297,            0.013881,                   0,             0.58309,             0.69937,             0.51721,             0.18226,            0.033484,           0.0062909,                   0,            0.001626,            0.001626,            0.033926
                 113,            0.030191,            0.015127,                   0,             0.58323,             0.69972,             0.53191,             0.22466,            0.027419,           0.0064246,                   0,           0.0015945,           0.0015945,            0.033295
                 114,            0.029979,            0.015067,                   0,             0.58274,                 0.7,             0.52214,             0.20565,            0.029812,           0.0065086,                   0,           0.0015632,           0.0015632,            0.032663
                 115,            0.030227,            0.015616,                   0,             0.53319,                 0.8,             0.56748,             0.16283,            0.031112,           0.0065614,                   0,            0.001532,            0.001532,            0.032032
                 116,            0.031515,            0.014281,                   0,             0.79991,             0.79959,             0.77311,             0.24701,            0.030084,           0.0062627,                   0,            0.001501,            0.001501,            0.031401
                 117,            0.030032,            0.015714,                   0,             0.69994,             0.69983,             0.62673,             0.28856,            0.026857,           0.0064705,                   0,           0.0014703,           0.0014703,             0.03077
                 118,            0.032747,            0.016276,                   0,             0.69989,                 0.7,             0.61381,             0.25562,            0.024819,            0.006708,                   0,             0.00144,             0.00144,             0.03014
                 119,            0.028683,            0.014306,                   0,             0.79991,                 0.8,             0.77309,             0.24012,            0.027421,           0.0070735,                   0,             0.00141,             0.00141,             0.02951
                 120,            0.029701,            0.015423,                   0,              0.6999,                 0.7,             0.62619,             0.21294,             0.02891,            0.006923,                   0,           0.0013804,           0.0013804,             0.02888
                 121,            0.033894,            0.014449,                   0,             0.59987,                 0.6,             0.49721,             0.22364,            0.028123,           0.0068068,                   0,           0.0013512,           0.0013512,            0.028251
                 122,            0.032027,            0.016404,                   0,             0.59995,             0.59989,             0.50536,             0.22567,            0.028756,           0.0068275,                   0,           0.0013226,           0.0013226,            0.027623
                 123,            0.031221,            0.013492,                   0,             0.66663,                 0.6,             0.49968,             0.21453,            0.028729,           0.0067018,                   0,           0.0012945,           0.0012945,            0.026994
                 124,            0.032136,            0.013795,                   0,             0.66616,                 0.6,             0.49921,             0.23935,            0.028862,           0.0067633,                   0,           0.0012669,           0.0012669,            0.026367
                 125,            0.032365,            0.014846,                   0,             0.66663,             0.59992,             0.48903,             0.24303,              0.0287,           0.0069644,                   0,           0.0012401,           0.0012401,             0.02574
                 126,            0.034309,            0.014698,                   0,             0.59973,                 0.6,             0.48508,             0.22771,            0.030141,           0.0071302,                   0,           0.0012139,           0.0012139,            0.025114
                 127,            0.031268,            0.012979,                   0,             0.69866,                 0.7,             0.58866,             0.27101,             0.02511,           0.0070394,                   0,           0.0011884,           0.0011884,            0.024488
                 128,            0.029305,            0.015202,                   0,             0.77645,             0.69521,             0.62023,             0.27871,            0.025143,           0.0068742,                   0,           0.0011637,           0.0011637,            0.023864
                 129,             0.02557,            0.013807,                   0,              0.8887,             0.79861,             0.74927,             0.27917,            0.024449,           0.0067259,                   0,           0.0011398,           0.0011398,             0.02324
                 130,            0.030791,            0.016654,                   0,             0.77715,                 0.7,             0.62739,             0.22001,             0.02657,           0.0068268,                   0,           0.0011168,           0.0011168,            0.022617
                 131,            0.028826,            0.014255,                   0,             0.69951,                 0.7,             0.62478,              0.2315,            0.026366,           0.0068313,                   0,           0.0010947,           0.0010947,            0.021995
                 132,            0.027328,            0.014251,                   0,             0.77726,                 0.7,             0.61563,             0.25974,            0.024778,           0.0065453,                   0,           0.0010736,           0.0010736,            0.021374
                 133,            0.029889,            0.013656,                   0,             0.77757,             0.69925,             0.64871,             0.24168,            0.027133,           0.0063427,                   0,           0.0010534,           0.0010534,            0.020753
                 134,            0.028902,             0.01404,                   0,             0.66641,             0.59938,             0.50059,             0.20965,             0.02929,           0.0065932,                   0,           0.0010343,           0.0010343,            0.020134
                 135,            0.033981,            0.014607,                   0,             0.77772,             0.69978,             0.62524,             0.22452,            0.030775,           0.0067179,                   0,           0.0010163,           0.0010163,            0.019516
                 136,            0.030544,            0.014825,                   0,             0.88871,                 0.8,             0.81042,              0.2457,            0.029509,            0.006684,                   0,          0.00099945,          0.00099945,            0.018899
                 137,            0.031348,            0.014934,                   0,             0.88882,             0.79953,             0.80807,             0.25294,            0.031092,            0.006817,                   0,          0.00098375,          0.00098375,            0.018284
                 138,            0.031958,            0.013618,                   0,               0.797,                 0.8,             0.80432,             0.26943,            0.026572,           0.0067841,                   0,          0.00096927,          0.00096927,            0.017669
                 139,            0.027689,            0.013406,                   0,              0.6994,                 0.7,             0.60161,             0.22383,            0.031439,           0.0069414,                   0,          0.00095606,          0.00095606,            0.017056
                 140,              0.0293,            0.013712,                   0,             0.79807,                 0.8,             0.78293,             0.21926,             0.02954,           0.0067829,                   0,          0.00094415,          0.00094415,            0.016444
                 141,            0.028572,             0.01398,                   0,              0.7998,             0.79912,             0.79043,             0.23796,            0.029381,           0.0067609,                   0,          0.00093358,          0.00093358,            0.015834
                 142,             0.02985,            0.014587,                   0,             0.59922,                 0.6,             0.45244,             0.19676,            0.032464,           0.0066896,                   0,          0.00092441,          0.00092441,            0.015224
                 143,            0.030428,            0.015213,                   0,             0.87455,                 0.7,             0.78915,             0.25238,            0.027299,            0.006579,                   0,          0.00091667,          0.00091667,            0.014617
                 144,             0.02967,            0.014469,                   0,              0.5448,             0.59856,             0.46786,             0.22068,            0.030586,           0.0066614,                   0,           0.0009104,           0.0009104,             0.01401
                 145,            0.031062,            0.014614,                   0,             0.88884,             0.79964,             0.79526,             0.24115,            0.027781,           0.0065916,                   0,          0.00090564,          0.00090564,            0.013406
                 146,            0.026124,            0.014598,                   0,             0.66663,              0.5999,             0.49155,             0.20964,            0.031101,           0.0065197,                   0,          0.00090243,          0.00090243,            0.012802
                 147,            0.027544,            0.011869,                   0,             0.88813,                 0.8,             0.80052,             0.27045,            0.028168,           0.0063002,                   0,          0.00090081,          0.00090081,            0.012201
                 148,            0.027013,            0.012767,                   0,             0.77777,             0.69998,             0.67003,             0.27045,            0.030509,            0.006363,                   0,          0.00090082,          0.00090082,            0.011601
                 149,            0.028356,            0.013373,                   0,             0.88881,                 0.8,             0.80039,             0.26218,            0.027768,           0.0063682,                   0,           0.0009025,           0.0009025,            0.011003
                 150,            0.027883,            0.014099,                   0,             0.66659,             0.59982,             0.54035,             0.23505,            0.030784,           0.0064228,                   0,          0.00090588,          0.00090588,            0.010406
